127.0.0.1 - - [09/Oct/2024:14:02:43 +0200] "GET / HTTP/1.1" 200 11437
127.0.0.1 - - [09/Oct/2024:14:03:00 +0200] "GET /store HTTP/1.1" 404 687
127.0.0.1 - - [09/Oct/2024:14:03:19 +0200] "GET /boutique/ HTTP/1.1" 200 1574
127.0.0.1 - - [09/Oct/2024:14:03:26 +0200] "POST /boutique/store HTTP/1.1" 405 745
127.0.0.1 - - [09/Oct/2024:14:03:38 +0200] "GET /boutique/store HTTP/1.1" 200 1574
127.0.0.1 - - [09/Oct/2024:14:36:35 +0200] "GET /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:36:35 +0200] "GET /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:36:35 +0200] "GET /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:36:47 +0200] "POST /boutique/store HTTP/1.1" 500 1464
127.0.0.1 - - [09/Oct/2024:14:36:55 +0200] "GET /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:36:58 +0200] "POST /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:37:02 +0200] "POST /boutique/store HTTP/1.1" 200 1577
127.0.0.1 - - [09/Oct/2024:14:43:37 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:39 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:39 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:39 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:40 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:41 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:41 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:42 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:44 +0200] "POST /boutique/store HTTP/1.1" 500 1464
127.0.0.1 - - [09/Oct/2024:14:43:45 +0200] "GET /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:47 +0200] "POST /boutique/store HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:43:48 +0200] "POST /boutique/store HTTP/1.1" 500 1464
127.0.0.1 - - [09/Oct/2024:14:44:15 +0200] "GET /boutique HTTP/1.1" 302 -
127.0.0.1 - - [09/Oct/2024:14:44:15 +0200] "GET /boutique/ HTTP/1.1" 200 1993
127.0.0.1 - - [09/Oct/2024:14:45:07 +0200] "GET /boutique/ HTTP/1.1" 500 3105
127.0.0.1 - - [09/Oct/2024:14:50:15 +0200] "GET /boutique/ HTTP/1.1" 200 2197
127.0.0.1 - - [09/Oct/2024:14:50:44 +0200] "POST /boutique/store HTTP/1.1" 200 2195
127.0.0.1 - - [09/Oct/2024:14:50:50 +0200] "POST /boutique/store HTTP/1.1" 200 2196
127.0.0.1 - - [09/Oct/2024:14:50:53 +0200] "POST /boutique/store HTTP/1.1" 500 1464
127.0.0.1 - - [09/Oct/2024:14:51:13 +0200] "POST /boutique/store HTTP/1.1" 200 2196
127.0.0.1 - - [09/Oct/2024:14:51:15 +0200] "GET /boutique/store HTTP/1.1" 200 2197
127.0.0.1 - - [09/Oct/2024:14:53:40 +0200] "GET /boutique/store HTTP/1.1" 200 2221
127.0.0.1 - - [09/Oct/2024:14:53:45 +0200] "POST /boutique/store HTTP/1.1" 200 2222
127.0.0.1 - - [09/Oct/2024:15:03:00 +0200] "GET /boutique/store HTTP/1.1" 500 3780
127.0.0.1 - - [09/Oct/2024:15:03:00 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:03:48 +0200] "GET /boutique/store HTTP/1.1" 500 3817
127.0.0.1 - - [09/Oct/2024:15:03:48 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:04:37 +0200] "GET /boutique/store HTTP/1.1" 500 3768
127.0.0.1 - - [09/Oct/2024:15:06:18 +0200] "GET /boutique/store HTTP/1.1" 500 3780
127.0.0.1 - - [09/Oct/2024:15:07:56 +0200] "GET /boutique/store HTTP/1.1" 500 3668
127.0.0.1 - - [09/Oct/2024:15:08:38 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:08:43 +0200] "POST /boutique/store HTTP/1.1" 200 1764
127.0.0.1 - - [09/Oct/2024:15:08:43 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:12 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:12 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:16 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:19 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:22 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:25 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:25 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:29 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:32 +0200] "POST /boutique/store HTTP/1.1" 200 1761
127.0.0.1 - - [09/Oct/2024:15:09:32 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:39 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:41 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:41 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:45 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:53 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:57 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:09:57 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:09:59 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:02 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:02 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:10:04 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:09 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:09 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:10:11 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:11 +0200] "GET /favicon.ico HTTP/1.1" 200 8192
127.0.0.1 - - [09/Oct/2024:15:10:15 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:17 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:10:19 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:11:20 +0200] "POST /boutique/store HTTP/1.1" 200 1762
127.0.0.1 - - [09/Oct/2024:15:11:20 +0200] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [09/Oct/2024:15:19:45 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:48 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:48 +0200] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [09/Oct/2024:15:19:48 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:48 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:49 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:49 +0200] "GET /boutique/store HTTP/1.1" 200 1760
127.0.0.1 - - [09/Oct/2024:15:19:49 +0200] "GET /boutique/store HTTP/1.1" 200 1760
